dataset,cell_type,gene_set,k,n_cells,max_rank,median_detected,depth_ratio,tie_break_inclusion,mean_tie_break,mean_detected_part,mean_total,score_tie_break_share
gse161529,0,BIOCARTA_ARAP_PATHWAY,17,4000,1677,452.5,3.7060773480662985,0.03451518842375872,0.012176075976007578,0.026362420639096426,0.03853849661510401,0.3159457956446472
gse161529,0,BIOCARTA_ARENRF2_PATHWAY,20,4000,1677,452.5,3.7060773480662985,0.03451518842375872,0.011991204531902206,0.043613021765056645,0.05560422629695885,0.215652753944677
gse161529,0,BIOCARTA_ARF_PATHWAY,17,4000,1677,452.5,3.7060773480662985,0.03451518842375872,0.011869830579816899,0.031188238801781894,0.0430580693815988,0.27567029247459857
gse161529,0,BIOCARTA_ASBCELL_PATHWAY,13,4000,1677,452.5,3.7060773480662985,0.03451518842375872,0.012499896793725058,0.003916230906839136,0.016416127700564196,0.7614400315182402
gse161529,0,BIOCARTA_AT1R_PATHWAY,27,4000,1677,452.5,3.7060773480662985,0.03451518842375872,0.011360553457452684,0.06086520241171404,0.07222575586916673,0.15729227504426188
gse161529,0,BIOCARTA_ATM_PATHWAY,20,4000,1677,452.5,3.7060773480662985,0.03451518842375872,0.011732722122838404,0.02828114937388193,0.04001387149672033,0.2932163693233247
gse161529,0,BIOCARTA_ATRBRCA_PATHWAY,22,4000,1677,452.5,3.7060773480662985,0.03451518842375872,0.011835420393559929,0.007917771182306065,0.019753191575865994,0.5991649677523596
gse161529,0,BIOCARTA_BAD_PATHWAY,25,4000,1677,452.5,3.7060773480662985,0.03451518842375872,0.012294740608228981,0.02064644603458557,0.03294118664281455,0.37323308178124875
gse161529,0,BIOCARTA_BARD1_PATHWAY,8,4000,1677,452.5,3.7060773480662985,0.03451518842375872,0.01191895870602266,0.004556965563506261,0.01647592426952892,0.72341669644998
gse161529,0,BIOCARTA_BARRESTIN_PATHWAY,12,4000,1677,452.5,3.7060773480662985,0.03451518842375872,0.011412405585370702,0.03311189375869608,0.04452429934406679,0.25631858902888033
gse161529,0,BIOCARTA_BARRESTIN_SRC_PATHWAY,17,4000,1677,452.5,3.7060773480662985,0.03451518842375872,0.011393393314391946,0.024126521449366868,0.035519914763758806,0.3207607166337206
gse161529,0,BIOCARTA_BARR_MAPK_PATHWAY,14,4000,1677,452.5,3.7060773480662985,0.03451518842375872,0.01124223741374904,0.026888651077604568,0.038130888491353605,0.29483282080611056
gse161529,0,BIOCARTA_BBCELL_PATHWAY,9,4000,1677,452.5,3.7060773480662985,0.03451518842375872,0.012657274895646988,0.0056359570661896246,0.018293231961836614,0.6919102606938253
gse161529,0,BIOCARTA_BCELLSURVIVAL_PATHWAY,15,4000,1677,452.5,3.7060773480662985,0.03451518842375872,0.012016805804015106,0.054743738819320216,0.06676054462333532,0.1799986185225754
gse161529,0,BIOCARTA_BCR_PATHWAY,33,4000,1677,452.5,3.7060773480662985,0.03451518842375872,0.011247881317648761,0.0594416120055655,0.07068949332321425,0.15911673416896574
gse161529,0,BIOCARTA_BIOPEPTIDES_PATHWAY,29,4000,1677,452.5,3.7060773480662985,0.03451518842375872,0.011208474698250159,0.03927846318343512,0.050486937881685276,0.2220074175327667
